final_model_input_text,Event_coding,labels
"India-Canadian Relations Getting Hot, Ottawa Pull 41 Diplomats. CANADA has withdrawn 41 diplomats from India as an impact on the murder of the sikh, Hardeep Singh nijjar. New Delhi plans to withdraw diplomatic immunity for everyone, except 21 Canadian diplomats and their families on Friday (20/10).",diplomatic_action,4
"Turkey expels ambassadors from 10 countries. Turkish President Recep Tayyip Erdogan announced this Saturday that the ambassadors of 10 countries, including France, Germany and the United States, who called for the release of their opponent Osman Kavala, will be declared persona non grata.. Recep Tayyip Erdogan ordered the Ministry of Foreign Affairs to declare each of the ambassadors non grata.",diplomatic_action,4
DMW says it is prioritizing welfare of OFWs amid Kuwait visa suspension. Affected OFWs bound to Kuwait are encouraged to connect directly with the DMW through the hotlines of the National Reintegration Center for OFWs (NRCO) at 0956-782-1309 and 0960-353-2532; or via email at nrco@dmw.gov.ph . The Kuwait government suspended the issuance of new entry visas for Filipinos after the Philippine government supposedly failed to comply with the two countries labor agreements.,diplomatic_action,4
"Lula confirms that Ortega kicked out his Nicaraguan ambassador for not participating in the July 19 event. Brazil's President Luiz Inácio Lula da Silva confirmed that the ambassador who had that country designated in Nicaragua, Breno De Souza Brasil Dias Da Costa, was expelled from the Central American nation for not participating in the 45th anniversary event of the Sandinista People's Revolution. The cynicism of the Nicaraguan regime, offered at the UN to seek a solution to the Israeli-Palestinian war by Article 66 Ortega-Murillo dictatorship wants to star in",diplomatic_action,4
"Financial Times: Poland, Finland and Baltic countries can restrict Russians &apos; entry across their borders. Poland, Finland, Estonia, Latvia and Lithuania consider that the EU should introduce certain restrictions on the issuance of visas to Russian citizens. Until this happens, the listed States intend to take some measures at the national level, writing RIA News with reference to the publication Financial Times......................",diplomatic_action,4
"Malaysia says expels North Korea ambassador. Malaysia said today it would expel the North Korean ambassador in a deepening diplomatic row over the assassination of the half-brother of Pyongyang's leader at Kuala Lumpur International Airport. ""The ambassador has been declared persona non grata,"" Malaysia's foreign ministry said in a statement, adding it had demanded but not received an apology over Pyongyang's attack on its investigation of the case.",diplomatic_action,4
"China Rides Its Delegation Expelled in Paraguay. Jakarta, the Chinese government filed a protest against the expulsion of a delegation in Paraguay. The Chinese Foreign Ministry of China asserted that it had no legal and inexcusable basis.""",diplomatic_action,4
"Iran has been detained for 5 people: French Foreign Minister Other Bangladesh daily. France's Foreign Minister Catherine Colona has been detained in Iran since Tuesday in an interview with the country's Foreign Minister Catherine Colona, who said last week that French authorities were watching whether the French people were detained during the protests in Iran.",diplomatic_action,4
"Israel bars Palestinians after Tel Aviv attack. An Israeli soldier gestures near the scene of a shooting attack at an Israeli military checkpoint near the West Bank city of Ramallah January 31, 2016. Reuters pic JERUSALEM, June 10",diplomatic_action,4
"Tunisia: crisis at the state summit after Mahmoudi's extradition. The decision of the head of the Tunisian government Hamadi Jebali to extradite Sunday to Libya former Libyan Prime Minister Mahmoudi, triggered an unprecedented crisis with the President of the Republic Moncef Marzouki, furious not to have been consulted.",diplomatic_action,4
"Prohibition of Algerians from entering the UAE: The Demented MAE. The United Arab Emirates has decided to suspend the issuance of visas for citizens of 13 countries, including Algeria, for security reasons. An infirmation that has given rise to a plate to Algerians.",diplomatic_action,4
"What s behind Israel s ban on the UN chief? Explained. The story so far: On October 2, Israeli Foreign Minister Israel Katz announced that Israel had banned United Nations Secretary- General (UNSG)",diplomatic_action,4
"Niger asked the ambassador to leave the country for 48 hours. For 48 hours Niger asked the ambassador to leave the country, Niamey Ambassador Mohamed Usman of Nigeria asked him to leave the country within 48 hours.",diplomatic_action,4
"Venezuela s Guaido expelled from Colombia. Colombia expelled leading Venezuelan opposition figure Juan Guaido on Monday, hours after he arrived in Bogota for a conference on his crisis-torn country. Neither Mr. Guaido, recognised in 2019 by more than 50 countries as Venezuela's de facto leader, nor Venezuelan President Nicolas Maduro were invited to attend the event.",diplomatic_action,4
"Military Junta expels ambassador from France. ""The Government of the Republic of Mali informs national and international public opinion that today the French ambassador in Bamako, Joël Meyer, was summoned by the Minister of Foreign Affairs and International Cooperation and notified of the decision of the Government that invites him to leave the national territory within 72 hours"", says a press release presented by the ORTM.The diplomat was summoned yesterday morning by the Ministry of Foreign Affairs, having",diplomatic_action,4
"BBC: Slovakia to Expel Russian Diplomats in Relation to Georgian Man's Murder. Slovakia is to expel three staff from the Russian embassy in the capital, Bratislava, with local media reporting it is related to the murder of a Georgian man in Berlin last year, BBC reports. ""Authorities cited the abuse of Slovak visas as a reason for the expulsions.",diplomatic_action,4
"Dozens of European countries interrupt deportation of Afghans. Because of the crisis in Afghanistan, because of the takeover of the Taliban, countries in Europe have decided to stop the deportations of citizens of that country. Photo: EFEAgency EFEA group of European countries has agreed to temporarily stop all deportations of Afghans whose asylum applications had been refused, confirmed on Tuesday August 17, 2021 the United Nations Agency for Refugees (Acnur), which had asked on Monday to interrupt these returns.",diplomatic_action,4
"Russia says Iceland 'destroying' ties by suspending embassy operations. Russia's Foreign Ministry said on Saturday that Iceland's decision to suspend its embassy operations in Moscow ""destroys"" bilateral cooperation. Iceland said on Friday the operations would be suspended from August 1 due to an ""all-time low"" level of commercial, cultural and political relations between the countries, adding that it had asked Russia to scale back its diplomatic activities in Reykjavik.""The",diplomatic_action,4
Wisma Putra summons Swedish envoy over burning of Quran in Stockholm. PETALING JAYA: The Swedish Embassy s Charge d'Affaires ad interim has been summoned by the Foreign Ministry over the burning of the Holy Quran in Stockholm on Jan 21.,diplomatic_action,4
"Russia orders mass expulsions of Western diplomats. On Wednesday, France learned that 34 of its diplomats were now non-gratae on Russian territory. They have two weeks to leave the country.",diplomatic_action,4
"Mass deportation of Haitians begins. SANTO DOMINGO, Dominican Republic (AP): The Dominican Republic said Tuesday it has deported or repatriated nearly 11,000 Haitians in the past week, fulfilling a pledge to do so weekly as neighbouring Haiti scrambles to handle the influx while besieged by gang violence and poverty. The Dominican government announced last week that it would deport up to 10,000 Haitians a week, citing an excess of immigrants as relations between the countries that share the island of Hispaniola continue to sour.",diplomatic_action,4
Burma: A former UK ambassador in prison!. Burma: A former UK ambassador in prison!. A former UK ambassador in Burma is held by the Burmese authorities.,diplomatic_action,4
"The United Nations deplores the expulsion of its Humanitarian Coordinator in Southern Sudan.. The South Sudanese authorities, the United Nations Humanitarian Coordinator, expelled Toby Lanzer, as announced by a United Nations spokesman on 1 June. The United Nations speaker stated that the Humanitarian Coordinator, Toby Lanzer, played a key role in addressing the growing humanitarian needs of groups affected by the conflict in South Sudan, in addition to his mission to ensure that humanitarian assistance reached those in need.",diplomatic_action,4
"Russian Media: Russians Are Refused Entry to the Territory of Georgia Without Explanation. Some Russian citizens are being refused entry to the territory of Georgia without explanation, Russian media claims, based on reports from the Consulate General of Russia in Trabzon. The diplomatic representation apparently stated that complaints about refusal to enter the territory of Georgia at the Sarfi border crossing point are received by the consulate several times a week.",diplomatic_action,4
"US envoy to Haiti resigns, slams Haitian migrant deportations. The US special envoy to Haiti resigned Thursday two months after his appointment, denouncing the Biden administration's deportation of Haitian migrants from the US-Mexico border back to their home country. ""I will not be associated with the United States inhumane, counterproductive decision to deport thousands of Haitian refugees and illegal immigrants to Haiti,"" State Department Special envoy Daniel Foote said in a scathing letter of resignation.",diplomatic_action,4
"Korean Peninsula: Seoul, Washington and Tokyo call for repatriation of North Koreans from abroad. Seoul, Washington and Tokyo yesterday called on all UN member states to repatriate North Korean nationals working abroad, to...",diplomatic_action,4
"US imposes visa bans on Congolese officials for trafficking wildlife to China. The US government has imposed visa bans on several Congolese officials found culpable for trafficking endangered wildlife to China in the latest move to back conservationists. The State Department on Wednesday listed Cosma Wilungula Balongelwa, former Director General of the Congolese Institute for Nature Conservation (ICCN), and Leonard Muamba Kanda, the former Department Head of the DRC Management Authority for the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) and Director of ICCN.",diplomatic_action,4
"President of Guatemala Attacks the U.S. for Withdrawal of Visas: ""I denounce media and political manipulation"". As Constitutional President of the Republic of Guatemala and in my capacity as Head of State, to the national and international community, I would like to inform you: pic.twitter.com/atpDDhQzu8 Alejandro Giammattei (@DrGiammattei) December 12, 2023The Secretary General of the Organization of American States (OAS), Luis Almagro, during a meeting at the Palace of Culture in Guatemala City on 1 January.",diplomatic_action,4
"UPDATE 1-Trump orders 18-month halt to removal of Venezuelans from the U.S.. (adds background on Biden Venezuela pledge) WASHINGTON, Jan 19 (Reuters) - U.S. President Donald Trump on Tuesday ordered a halt to removal of certain Venezuelans from the United States for 18 months, citing conditions in the South American country. ""The deteriorative condition within Venezuela, which presents an ongoing national security threat to the safety and well-being of the American people, warrants the deferral of the removal of Venezuelan nationals who are present in the United States,"" Trump, on the eve of leaving the White House, said in a memo to secretaries of state and homeland security.",diplomatic_action,4
"""We leave with more desire to fight"": expelled from Nicaragua warns Ortega - La Prensa Gráfica. Nicaraguan political prisoners released and expelled from their country to the U.S. by Daniel Ortega's government said Friday that, despite how hard they have spent months in prison in subhuman situations, they are more eager to fight for democracy in their country. ""Because we have been victims of injustice, because we have committed absolutely no crime, and because we have seen this farce of political system, we can only be more committed than there is a change.",diplomatic_action,4
"Hungarian official: EU will not pass blanket visa ban on Russian tourists. Hungarian Foreign Minister Peter Szijjarto said on Aug. 31 that the EU would suspend a visa agreement on easing visa issuance instead of a full visa ban due to a lack of unanimity among EU countries. The suspension will remove preferential treatment for Russians when applying for all EU visas and as a result, require more documentation and waiting times while making them more expensive.",diplomatic_action,4
"Daryl Vaz confirms US visa revoked, says he will appeal. KINGSTON, Jamaica Minister without Portfolio in the Ministry of Economic Growth and Job Creation, Daryl Vaz is confirming receipt of correspondence from the United States Embassy in Kingston, which stated that his US visa has been revoked. The correspondence stated: Subsequent to the visa issuance, information has come to light that you may be ineligible for a visa.",diplomatic_action,4
"Blinken announced: visa ban decision. In his statement, US Secretary of State Antony Blinken announced that a new visa restrictions policy will be implemented in the West Bank, targeting those who undermine peace, security and stability. He said that first-degree relatives of those who have been sanctioned may also be subject to restrictions.",diplomatic_action,4
"Poland restricted the movement of Russian diplomats throughout the country. The Polish Minister for Foreign Affairs, Radoslav Sikorski, Photo by Maxym Marusenko/NurPhotovia Getty Images Radoslav Sikorski, said that the Government was imposing restrictions on the movement of diplomats from Russia to the country. The Russian Embassy will now be able to travel only within the framework of the Mazowieck voivodeship.",diplomatic_action,4
"Myanmar jails Japanese filmmaker for 10 years: Diplomatic source. YANGON: Myanmar's junta has jailed a Japanese filmmaker for 10 years for encouraging dissent against the military and violating an electronic communications law, a diplomatic source told AFP on Thursday. The military has clamped down on press freedoms since its coup last year, arresting reporters and photographers as well as revoking broadcasting licences as the country plunged into chaos.",diplomatic_action,4
"Albania's ex-PM says UK has barred him from entering. TIRANA (Reuters) - Albania s former president and prime minister, Sali Berisha, said on Friday he had been banned by London from entering the UK for supposedly having links with criminal groups.",diplomatic_action,4
"The Czech Republic prohibits Russians from entering the country. According to today's decision of the Czech government, the country tightens visa restrictions for Russian citizens. The Ministry of Foreign Affairs of the Czech Republic reports on this.",diplomatic_action,4
"Denying a visa to France by Professor and economist Latifi Ben Isa. The university professor and economist Latifi Ben Isa revealed that he had been denied a visa to travel to France, saying: A l'occasion du Sommet de la Francophonie qui se tient chez nous à Djerba, je viens de recevoir un très beau cadeau de la France: refus de renouvellement de arrouvellement",diplomatic_action,4
"Two human rights groups file for judicial review over plan to deport 1,200 Myanmar nationals. PETALING JAYA: Two human rights organisations have filed for a judicial review in the Kuala Lumpur High Court to stop the government s plan to deport 1,200 Myanmar nationals to the country s military government.",diplomatic_action,4
"As told by General Aziz about the cancellation of US visa.. In a recent event in the international media show at Doche Wells, former Chief General of Bangladesh's Armed Forces, Aziz Ahmed, responded to various questions and complaints from the head of the Bangla department of Déche Welle's Bangla department, and he reported that some news reported recently that former army general General Aziz's visa was cancelled by the US.",diplomatic_action,4
"Colombia Rejects 317 Nicaraguans Dispossessed of Nationality Global Voices. The Ministry of Foreign Affairs of Colombia pointed out that the dispossession of nationality and citizen rights perpetually from 317 Nicaraguan citizens, by the dictatorship of Daniel Ortega and Rosario Murillo, vulner the right to nationality, as provided for in a set of international legal instruments, including, inter alia, the Universal Declaration of Human Rights and the American Convention on Human Rights, a treaty to which Nicaragua is a State party.",diplomatic_action,4
Another judicial brake on Trump. The visa restrictions have been temporarily halted throughout the country.. A federal judge in the United States temporarily halted the visa restrictions that President Donald Trump had imposed on the citizens of seven countries. Photo: Reuters.....,diplomatic_action,4
"Could deportations on the southern border of the United States be expanded to Nicaraguans?. Nicaraguans who arrive on the southern border of the United States will not be returned to Mexico, unlike what would be happening with VenezuelansThe migration crisis of Venezuelans that is registered on the southern border of the United States, after the entry into force of a new bilateral policy that has pushed thousands back to Mexico, could expand to Nicaraguans, experts and analysts warn. The new program implemented by the administration of President Joe Biden states that Venezuelans are",diplomatic_action,4
"Japan plans to expel Russian diplomat, say reports. The government of Japan plans to expel a Russian diplomat in response to Russia's declaration of the Japanese consulate in Vladivostok as persona non grata, Report informs, citing Yomiuri Shimbun. ""This issue is currently being examined.",diplomatic_action,4
"Hamas endorsed Turkey &apos; s decision to withdraw the Ambassador from Israel. The Hamas Palestinian movement stated that it welcomed the decision of Turkey to withdraw the Ambassador from Israel, and that it was passing on the newspaper.ru. The Ministry of Foreign Affairs of Turkey reported that it had decided to withdraw Ambassador Shaqir Torunlar from Tel Aviv to Ankara for consultations on the situation in the Gaza Strip, but the Ministry of Foreign Affairs of Israel stated that Turkey &apos; s decision brought Ankara closer to Hamas.",diplomatic_action,4
"In Brazil, Israel's decision to declare Lulu da Silva persona non grata is absurd.. The Special Representative of the President of Brazil for International Affairs, Celso Amorim, has called absurd Israel's decision to declare the President of the Republic, Luis Inácio Lulu da Silva, persona non grata. This move by the authorities of the Jewish State will lead to even more isolation.",diplomatic_action,4
"RPC awarded the priests expelled from Bulgaria, including the Belarusian Pavelchuk. The Russian Orthodox Church determined what to do with the priests who had been expelled from Bulgaria, and they were rewarded and found a place by Eugene Pavelchuk. Photo: Podvorie-sofia.bg Citizens of Belarus Protojery Palachuk was removed from the post of secretary of the RPC sub-preparation in Sofia and sent to the Mitropolitan of Minsk and Zaslavski Vé",diplomatic_action,4
"Russian foreign ministry summons Canadian envoy over plane confiscation. OTTAWA, June 16 Russia s Foreign Ministry said yesterday that it had summoned a Canadian diplomat in Moscow in protest over the confiscation of an Antonov plane in Toronto, and warned that Russian-Canadian relations were on the verge of being severed . Canada on Saturday ordered the seizure of a Russian-registered Antonov-124 cargo plane at Toronto s airport, its first such asset seizure aimed at putting pressure on Moscow over the Ukraine invasion.",diplomatic_action,4
"Grogne des Maliens de France: Mali's Consul General in Limogé Paris. . The Council of Ministers repealed on Wednesday 28 December last, the decree of appointment of the Consul General of Mali in Paris.",diplomatic_action,4
"British soul singer Stone was not taken to Iran because of the black list. In Istanbul next week, British soul singer Joss Stone said that he was not allowed to enter Iran with his team from his Instagram account, that they were taken into custody one night and deported.",diplomatic_action,4
"Opposition activists arrested in Azerbaijan after being deported from Germany. Arrests of Azerbaijani activists deported from Germany Another Azerbaijani political emigrant, deported from Germany, was arrested upon returning home. While officials say the arrests of Ziya Ibrahimli and others were not politically motivated, other political immigrants see them as the result of a deal between the German and Azerbaijani governments.",diplomatic_action,4
"Rada's foreign affairs committee urges EU lawmakers not to visit Crimea. Members of Ukraine's Verkhovna Rada foreign affairs committee addressed their counterparts in the European Parliament in connection with the intentions of some lawmakers of the national parliaments of EU states and some parliamentarians from the European Parliament to visit temporary occupied Crimea. ""We express emphatic protest at the intentions of some members of national parliaments of EU states and lawmakers of the European Parliament to visit the territory of the Autonomous Republic of Crimea temporarily occupied and annexed by the Russian Federation,"" the Ukrainian parliament said in a statement posted on its website.",diplomatic_action,4
"Russian Foreign Minister's travel ban in Poland has been lifted by Russia. Russia's Foreign Ministry has imposed strict criticism of the move, saying the unprecedented move in Poland is unacceptable and motivated, as reported by the Ministry of Foreign Affairs for Security and Cooperation in Europe next month.",diplomatic_action,4
"Salvakir orders the expulsion of a spiritual leader of Noir from Warrap and the resolution of border disputes.. The President of South Sudan, Salva Kiir, issued an order on Tuesday evening to expel a Nuer spiritual leader and Nuer youth, residing in Warrap State, to leave the state in the step that it was seeking to end the conflict between the Dinka of Abyei and to co-locate. According to the Republican order obtained by Radio Taming, on Tuesday evening, Salvakir ordered the immediate cessation of hostilities in the Abyei Special Administrative Region and the crowning",diplomatic_action,4
"""Pitiful Decision"": Siyarto sharply criticized the ban on entry into Ukraine for Hungarian officials. The Hungarian Foreign Minister, Peter Syyarto, reacted sharply to Ukraine's decision to ban two Hungarian officials from entering because of interference in the local elections, he called the decision pathetic and crappy, reports Reuters... and the Head of the Hungarian Ministry called the ban an ""unfriendly step""... ""This Ukraine sends a signal... that it has refused to support Hungary's Euro-Atlantic integration efforts,"" said Siya.",diplomatic_action,4
"Bad World Captured in Chile Global Voices. The National Police and Chilean authorities captured Edilberto Oliveros Correa, aka 'Mundo Malo', in Santiago de Chile, Chile, who was expelled from Colombia and handed over to Interpol Colombian officials. Oliveros has been designated by the authorities as the head of a criminal gang known as 'La Silla', which operates at the service of the Office of Envigado, which has interference in Medellin.",diplomatic_action,4
Russia deports Moldovan diplomat. Russia has declared the Moldovan diplomat an unwanted person. Moldova's Ambassador to Moscow Lilian Darius has been summoned to the Russian Foreign Ministry and has been notified of the deportation of a diplomat at the Moldova Embassy.,diplomatic_action,4
"Russian Officials Forbidden to Enter the United States. In March 2022, Russia announced the names of several officials and citizens of the United States (U.S.) who were banned from their country. &lt;i&gt;Unresponsibility, in the 963 list of names, was named U.S. President Joe Biden, Secretary of Defense Lloyd Austin, to CIA Chief William Burns. &lt;i&gt; This was a response to the ban on the U.S. officials",diplomatic_action,4
Israel s Netanyahu calls for deportation of Eritrean refugee rioters. The Israeli PM also requested that ministers present him with plans for the removal of all the other illegal infiltrators . Israeli Prime Minister Benjamin Netanyahu has said he wants Eritrean refugees and migrants involved in a violent clash in Tel Aviv to be deported immediately and has ordered a plan to remove all of the country s African migrants.,diplomatic_action,4
"Evo Morales expels Danish NGOs for alleged interference in internal affairs. It is the second expulsion of an international organization in 2013.In May, the president expelled the United States Agency for International Development (USAID) for the same reasons. The government of Evo Morales announced on Friday the expulsion from Bolivia of the non-governmental organization IBIS, from Denmark, for alleged interference in internal affairs of the country.",diplomatic_action,4
"Canada Travel Advisory: Canada issues travel advisory for India amid Khalistan row India News - Times of India. India News: NEW DELHI: Indians in Canada have been advised to exercise extreme caution and remain vigilant in view of the growing anti-India activities, hate crim.",diplomatic_action,4
United States Evacuates Embassy in Lebanon Amid Israeli Offensive Global Voices. The U.S. ordered and authorized the departure of non-essential workers from its embassy in Lebanon on Saturday and warned that it could impose further restrictions on the security travel of U.S. personnel in the midst of the Israeli offensive and the death of Hezbollah leader Hasan Nasrala.,diplomatic_action,4
"China summons US envoy, urges US to refrain from applying Hong Kong bill. China s Vice Foreign Minister Le Yucheng lodged a strong protest with Ambassador Terry Branstad after President Donald Trump signed the legislation into law. Reuters pic BEIJING, Nov 28 China s foreign ministry summoned the US ambassador today, urging Washington to refrain from applying a bill supporting Hong Kong s pro-democracy movement to avoid further damage to relations.",diplomatic_action,4
"Nicaragua s dictatorship banishes bishop and president of the Episcopal Conference. Daniel's dictatorship), opponents and media outlets in exile reported this Thursday, whose versions were confirmed to AFP by religious sources. ""He was expelled to Guatemala,"" a source linked to the Catholic Church in Nicaragua told AFP from exile, ratifying information from Nicaraguan opponents and media in Costa Rica.",diplomatic_action,4
"NIDCOM, others move against deportation of students from UK. A delegation, to be led by a representative of the Nigerian Embassy in the United Kingdom (UK), Christian Okeke, and leaders of Nigerian Students Union in the UK will visit the management of Teesside University to intervene on allegations of unfair and unjust deportation order served on some Nigerian students at the university. The plan is contained in a statement by the Director of Media, Public Relations and Protocol, Nigerians in Diaspora Commission (NIDCOM), Abdur-Rahman Balogun, According to the statement, the decision was taken at the end of a virtual meeting held between the Chairman/CEO, NIDCOM, Abike Dabiri-Erewa; Ambassador Christian Okeke; President, Nigerian Students Union, UK, Mr Yemi Soile, and some affected students at a meeting on Sunday.",diplomatic_action,4
"Poland will close consulates in Ukraine due to the firing of a diplomatic mission in Lutz. Poland closes its consulates in Ukraine until the local authorities provide the diplomatic missions with adequate security, a statement which was made by the Polish Ministry of Foreign Affairs following a meeting of the Vice-Chief of the Ministry of Foreign Affairs of Jan Dzidzičak with the Ambassador of Ukraine in Warsaw, Andrei Dashvitza. -",diplomatic_action,4
"Dalai Lama's visa: 6 Nobel laureates vow boycott of South Africa summit. Six Nobel peace laureates will boycott a global summit in South Africa next month after the government refused to grant the Dalai Lama a visa, a spokeswoman said Thursday. South Africa denied Tibet s exiled spiritual leader permission to attend the summit to avoid angering China, which regards the Buddhist monk as a campaigner for Tibetan independence.",diplomatic_action,4
"US warns citizens on Nigeria travel over security concerns. On its website, the State Department said US nationals should avoid all travel to Adamawa, Borno and Yobe states because the security situation in northeast Nigeria remains fluid and unpredictable. It said its ability to provide assistance in those three states was limited, and also named another 17 states which should be avoided due to the risk of kidnappings, robberies and other armed attacks.",diplomatic_action,4
France imposes anti-terrorism travel ban. The French government has proposed six-month travel bans to stop citizens travelling to Syria and Iraq to fight alongside Islamist militants. Government officials say two or three young Muslims are leaving France every day to join Islamist groups abroad.,diplomatic_action,4
"Sweden's Supreme Court overturns decision to deport PKK tax collector to Turkey. In a written statement issued by the Supreme Court in Sweden, the Supreme Court has also revoked the decision to deport the 40-year-old who was sentenced to four and a half years in prison for extortion for the PKK. In the statement issued by the Supreme Court, the person in question has been charged with ""financing terrorism,"" ""busp attempt"" and ""arm attack,"" and the sentence of a lower court has been confirmed.",diplomatic_action,4
"Warning of flying with Iran every day for Bangladesh. Following the military and political tensions with Iran, the United States has warned flights in the Gulf region, with new tension, the United States' central civilian airline sent a warning to the US Embassy in Kuwait and the United Arab Emirates.",diplomatic_action,4
Two Israeli soldiers rejected entry into Australia regarding Genocide. And the children of Israel laid hands on Palestinians.,diplomatic_action,4
"Finland's Court released a Russian fighter and denied extradition to Ukraine because of conditions in prisons. Finland's Supreme Court has refused to grant extradition to Ukraine Russian fighter Jana Petrovsky because of the terms of keeping Ukrainian prisons and ordering him immediately to be released. Source: ""European Truth"" with the reference to the Helsingin Sanomat Delali: The Russian figure is in an investigation of Ukraine's Security Services, suspected of participating in a terrorist organization.",diplomatic_action,4
"All border crossings with Iran have been shut down due to the coronavirus outbreak.. Health Minister Fahrettin has made statements regarding Koronavirus. Health Minister Fahrettin Kobanavirus said ""All border doors with Iran have been closed due to the Korean virus.",diplomatic_action,4
"Hungary requires that 9 people, including the RF Olympics, be expelled from the EU sanctification list - the media. Hungary again demands to soften the sanctions introduced by several rounds in connection with the RF invasion of Ukraine, insisting that nine persons be expelled from the sewer list. This is what the ""European Truth"" writes.",diplomatic_action,4
"Washington intends to impose visa restrictions on Southern Sudanese peace spoilers.. The resolution comes weeks after Washington announced a reassessment of its relationship with South Sudan after the Government and the opposition failed to form the Transitional Government last month. United States Secretary of State Mike Pompio said in a statement today, Thursday, that with the United States re-evaluation of its bilateral relations with the Government of South Sudan, the Department of State will implement visa restrictions under the Immigration and Nationality Act for those of us who are in a position to do so.",diplomatic_action,4
"Iran summons British ambassador after interventionist comments. Iran s foreign ministry summoned the British ambassador in Tehran in reaction to interventionist comments from the British foreign ministry, the semi-official news agency Tasnim reported on Wednesday. The British side, by issuing unilateral statements, shows that it has a role in the belligerent scenarios of terrorists active against the Islamic Republic, the director general of Western Europe at Iran s foreign ministry added, after saying that London s remarks on Iran s internal affairs were based on fake and provocative interpretations.",diplomatic_action,4
"US prevents Russian diplomats from visiting Soviet cemetery. ""Unfortunately, US officials have been blocked by US authorities who wanted to visit a cemetery of Soviet Union troops during the visit, "" said Shumova, the head of Russia's Washington Embassy Staff Office, Nadezhda Shumova, who announced that the US embassy staff had been visiting Fort Richardson National Cemetery and had been killed in 1942-1945 in Alaska.",diplomatic_action,4
"Australia did not grant former Israeli Interior Minister Shaked visas. According to the report of The Australian newspaper The Australian Ministry of Australia, the former Israeli minister who applied for visas to attend a conference in the capital, Canberra, has reportedly reported that the government of Foreign Affairs of Israel had rejected the visa application. As a result of extensive assessments, Shaked had written his decision to the former Israeli minister, Shaked, who had applied for a visa to attend a conference in the Australian community.",diplomatic_action,4
"Morocco fires the Guardian journalist because of the country's movement.. Yesterday Thursday, British Guardian said that one of its journalists had been expelled by the Moroccan authorities and that the journalist had returned to London.",diplomatic_action,4
"Trump in recording says get rid of Ukraine ambassador. Donald Trump demanded the dismissal of Marie Yovanovitch, the ambassador to Ukraine and a key figure in the president s impeachment trial, according to a video recording released to US media on Saturday. The footage was reportedly taken during an April 2018 donor dinner at a hotel and released to news outlets by an attorney for Lev Parnas, an indicted associate of Trump s personal attorney Rudy Giuliani.",diplomatic_action,4
"Russia demands the departure of a Norwegian diplomat. Russian diplomacy has formally notified Norway of its anger at some of the remarks made by Norwegian Consul Elisabeth Ellingsen. Through a press release, the spokesman for Russian diplomacy, Maria Zakharova, announced that the diplomat could no longer remain in Russian territory.",diplomatic_action,4
"Reuters: Russia and Britain to start returning diplomats in January. Reuters: Russia and Britain to start returning diplomats in January A bus drives out of the airport as the Russian Il-96 jet that brought back 46 Russian diplomats and their family members is seen at the parking place of the Russian Ggvernment airport Vnukovo II in Mosow on April 1, 2018. Photo by AFP",diplomatic_action,4
"Shock move from Malaysia: Israel can be expelled from the UN. According to the Bernama news agency, Prime Minister Enver has made a statement regarding the draft resolution drafted in the Malaysian Parliament (Dewan Rakyat). Enver, who said he had joined the ""stretch band"" drafting a draft bill demanding a recommendation from the International Court of Justice (ICJ) on Israel's obligation to allow its activities and its existence.",diplomatic_action,4
"The Russians were deported from Belarus to ""forgotten"" in a 10-euro passport. The citizen of Russia was deported from Belarus for ""forgotten"" in a 10-euro passport, announced in the press service of the Russian Red Cross border group named F.E.",diplomatic_action,4
"Venezuela expels ambassadors from seven Latin American countries. These governments will request an urgent meeting of the Permanent Council of the Organization of American States (OAS) ""to issue a resolution that will safeguard the will of the people. ""By AFP Jul 29, 2024- 12:25The Venezuelan regime ordered ""the immediate withdrawal"" of the ambassadors of Argentina, Chile, Peru, Uruguay, Costa Rica, Panama and the Dominican Republic, who were accused of ""injerencist"" actions against the electoral process on Sunday.",diplomatic_action,4
"Government is accused of preparing deportations to Syria. These alleged attempts at deportation date back to October 2022, when the Haute-Garonne (south-west) and the Paris police chief initiated ""conversations with the Syrian Embassy in France, even though ""the diplomatic relations of the two countries were officially broken since March 2012"", Amnesty International (AI), La Cimade and Revi organizations said.",diplomatic_action,4
"Ambassador: Not Deportation, Unauthorized U.S.A.. Singapore, News one.com Ambassador (Dubes) Indonesia for Singapore, Suryopratomo gave information regarding Ustaz Abdul Somad (UAS)'s claims to be deported from Singapore. News one.com, Suryopratomo explains, UAS status is not deported, but is not allowed to enter (not to land).",diplomatic_action,4
"Academic wants CM to explain after being banned from entering S'wak. Electoral Reform Committee (ERC) member Wong Chin Huat remains barred from entering Sarawak and will return to Kuala Lumpur tonight. In a statement this evening, Wong (photo) urged the Sarawak chief minister Abang Johari Openg to explain the ban when he was granted entry just three months ago.",diplomatic_action,4
"Israel's entry was banned: the striking sign on the Maldives' beaches!. The Council of Ministers has decided to set up a subcommittee to change the laws and oversee the process to prevent those with Israeli passports from entering the country, the office said in a statement.",diplomatic_action,4
"Tibet: US puts visa curbs on Chinese who force Tibet kids to fit in - Times of India. US News: The US said Tuesday it was imposing visa sanctions on Chinese officials pursuing ""forced assimilation"" of children in Tibet, where UN experts say one",diplomatic_action,4
